"","Fiscal.Year","ProductOrServiceArea","SubCustomer","Customer","ProductOrServiceCode","ProductOrServiceCodeText","MaxOfPSCscore","MaxOfIsOnlyOneSource","MaxOfIsSingleAward","LengthScore","PricingScore","MaxOfIsOfficialPBL","MaxOfIsPerformanceBasedLogistics","Action.Obligation","SubCustomer.sum","SubCustomer.detail","SubCustomer.component","Subcustomer.Obsolete","ServicesCategory.detail","ServicesCategory.sum","ProductsCategory.detail","ProductOrServiceArea.DLA","Deflator.2013","Deflator.2012","Deflator.2011","Deflator.2005","Deflator.2014","Obligation.2013","Obligation.2014","LogOfAction.Obligation","Graph","pObligation","pObligationLS","LengthSingleScore","JointScore","AddressCat","pObligationA"
"256661",2013-09-30,"Other","DLA","Defense","8135","PACKAGING & PACKING BULK MATERIALS",0,1,1,0,2,"Not PBL","Not PBL",8919,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,8.919e-06,9.05758098913375e-06,3.9503161639246,TRUE,2.95335662127044e-09,5.18833590018624e-09,1,5,"Outer edge [4-5]",7.41180721177206e-09
"256662",2013-09-30,"Other","DLA","Defense","8150","FREIGHT CONTAINERS",0,1,1,0,2,"Not PBL","Not PBL",1485655.4101,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0014856554101,0.00150873911861481,6.17191808880113,TRUE,4.91946433719597e-07,8.64231337540951e-07,1,5,"Outer edge [4-5]",1.23459933656098e-06
"256666",2013-09-30,"Other","DLA","Defense","6645","TIME MEASURING INSTRUMENTS",0,1,1,0,2,"Not PBL","Not PBL",40362,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,4.0362e-05,4.09891337463187e-05,4.60597267806645,TRUE,1.33651059477203e-08,2.34792705015492e-08,1,5,"Outer edge [4-5]",3.35413569549886e-08
"256667",2013-09-30,"Other","DLA","Defense","6655","GEOPHYSICAL INSTRUMENTS",0,1,1,0,2,"Not PBL","Not PBL",6751551.359,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.006751551359,0.0068564551223723,6.82940357568156,TRUE,2.23564737189709e-06,3.9274936986042e-06,1,5,"Outer edge [4-5]",5.61062866389568e-06
"256668",2013-09-30,"Other","DLA","Defense","6665","HAZARD-DETECTING INSTRU & APPARATUS",0,1,1,0,2,"Not PBL","Not PBL",267367.4799,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0002673674799,0.000271521762871941,5.42710858258618,TRUE,8.85336379723127e-08,1.5553226757568e-07,1,5,"Outer edge [4-5]",2.22185919465875e-07
"256727",2013-09-30,"Other","DLA","Defense","8145","SPECIAL SHIPPING & STORAGE CONTAIN",0,1,1,0,2,"Not PBL","Not PBL",3575677.7799,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0035756777799,0.00363123568589418,6.55335837569535,TRUE,1.18401745114892e-06,2.08003334375529e-06,1,5,"Outer edge [4-5]",2.97143562686802e-06
"256923",2014-09-30,"Other","DLA","Defense","3805","EARTH MOVING & EXCAVATING EQ",0,1,1,0,2,"Not PBL","Not PBL",0,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0,0,0,TRUE,0,0,1,5,"Outer edge [4-5]",0
"256970",2014-09-30,"Other","DLA","Defense","4010","CHAIN AND WIRE ROPE",0,1,1,0,2,"Not PBL","Not PBL",938582.2986,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.000918880997493524,0.0009385822986,5.97247235928108,TRUE,3.06038472027248e-07,5.37635847909921e-07,1,5,"Outer edge [4-5]",7.68040722787993e-07
"256971",2014-09-30,"Other","DLA","Defense","4020","FIBER ROPE, CORDAGE, AND TWINE",0,1,1,0,2,"Not PBL","Not PBL",781125.3053,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.00076472910342771,0.0007811253053,5.89272070741792,TRUE,2.54697318767258e-07,4.47441813536522e-07,1,5,"Outer edge [4-5]",6.39193861812092e-07
"256972",2014-09-30,"Other","DLA","Defense","4235","HAZARDOUS MATERIAL SPILL CONTAINMENT AND CLEAN-UP EQUIPMENT AND MATERIAL",0,1,1,0,2,"Not PBL","Not PBL",1532728.5594,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.00150055583793671,0.0015327285594,6.18546524970588,TRUE,4.99768541395866e-07,8.77972895800328e-07,1,5,"Outer edge [4-5]",1.25422986599609e-06
"256973",2014-09-30,"Other","DLA","Defense","4240","SAFETY AND RESCUE EQUIPMENT",0,1,1,0,2,"Not PBL","Not PBL",15667121.8272,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.0153382612839638,0.0156671218272,7.1949892205035,TRUE,5.10849398311999e-06,8.97439291198955e-06,1,5,"Outer edge [4-5]",1.28203862251811e-05
"256974",2014-09-30,"Other","DLA","Defense","4250","RECYCLING AND RECLAMATION EQUIPMENT",0,1,1,0,2,"Not PBL","Not PBL",5439.0601,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,5.32489157058478e-06,5.4390601e-06,3.73552385766683,TRUE,1.77348501538038e-09,3.11558580750813e-09,1,5,"Outer edge [4-5]",4.45077608721411e-09
"256975",2014-09-30,"Other","DLA","Defense","4320","POWER AND HAND PUMPS",0,1,1,0,2,"Not PBL","Not PBL",2750783.8891,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.00269304359103681,0.0027507838891,6.43945647208432,TRUE,8.96933278576681e-07,1.57569563248657e-06,1,5,"Outer edge [4-5]",2.25096302111097e-06
"256976",2014-09-30,"Other","DLA","Defense","4730","FITTINGS - HOSE PIPE & TUBE",0,1,1,0,2,"Not PBL","Not PBL",6032506.5181,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.00590588125836823,0.0060325065181,6.78049779983459,TRUE,1.9669868908113e-06,3.45552197363891e-06,1,5,"Outer edge [4-5]",4.9363925500148e-06
"256977",2014-09-30,"Other","DLA","Defense","4820","VALVES, NONPOWERED",0,1,1,0,2,"Not PBL","Not PBL",3899513.4955,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.00381766080164651,0.0038995134955,6.59101042769335,TRUE,1.27149335076162e-06,2.23370741992099e-06,1,5,"Outer edge [4-5]",3.19096702342747e-06
"256978",2014-09-30,"Other","DLA","Defense","5315","NAILS, MACHINE KEYS, AND PINS",0,1,1,0,2,"Not PBL","Not PBL",3209567.2279,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.00314219684336084,0.0032095672279,6.50644647688904,TRUE,1.0465262894478e-06,1.83849450449876e-06,1,5,"Outer edge [4-5]",2.62638485429558e-06
"256979",2014-09-30,"Other","DLA","Defense","5320","RIVETS",0,1,1,0,2,"Not PBL","Not PBL",125167.5195,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.000122540192099837,0.0001251675195,5.09749164571146,TRUE,4.08126985479681e-08,7.16980765325975e-08,1,5,"Outer edge [4-5]",1.02424424890342e-07
"256980",2014-09-30,"Other","DLA","Defense","5325","FASTENING DEVICES",0,1,1,0,2,"Not PBL","Not PBL",565881.1717,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.000554003049375749,0.0005658811717,5.75272524409821,TRUE,1.8451382408807e-07,3.24146325811806e-07,1,5,"Outer edge [4-5]",4.63059856096656e-07
"256981",2014-09-30,"Other","DLA","Defense","5330","PACKING AND GASKET MATERIALS",0,1,1,0,2,"Not PBL","Not PBL",4072439.7588,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.00398695725817562,0.0040724397588,6.60985466876588,TRUE,1.32787848552567e-06,2.33276251432653e-06,1,5,"Outer edge [4-5]",3.33247236872544e-06
"256984",2014-09-30,"Other","DLA","Defense","4030","FITTINGS FOR ROPE, CABLE, AND CHAIN",0,1,1,0,2,"Not PBL","Not PBL",91255.5381,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,8.93400397612573e-05,9.12555381e-05,4.96025923031521,TRUE,2.97552015266062e-08,5.22727188399477e-08,1,5,"Outer edge [4-5]",7.46742928619848e-08
"256985",2014-09-30,"Other","DLA","Defense","4440","DRIERS DEHYDRATORS & ANHYDRATORS",0,1,1,0,2,"Not PBL","Not PBL",2571416.4318,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.00251744114431738,0.0025714164318,6.41017241479444,TRUE,8.38447898397037e-07,1.47295091299125e-06,1,5,"Outer edge [4-5]",2.10418685480693e-06
"256986",2014-09-30,"Other","DLA","Defense","4540","WASTE DISPOSAL EQUIPMENT",0,1,1,0,2,"Not PBL","Not PBL",17495.7295,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,1.71284855881224e-05,1.74957295e-05,4.24293205549109,TRUE,5.70473823251161e-09,1.00218503785611e-08,1,5,"Outer edge [4-5]",1.43167336001613e-08
"256987",2014-09-30,"Other","DLA","Defense","5305","SCREWS",0,1,1,0,2,"Not PBL","Not PBL",1066997.9141,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.00104460110647107,0.0010669979141,6.02816357041252,TRUE,3.47910259733749e-07,6.11194488880669e-07,1,5,"Outer edge [4-5]",8.73123060578724e-07
"256988",2014-09-30,"Other","DLA","Defense","5335","METAL SCREENING",0,1,1,0,2,"Not PBL","Not PBL",22919.5698,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,2.24384768297467e-05,2.29195698e-05,4.36020646167059,TRUE,7.47326060972642e-09,1.31287180266811e-08,1,5,"Outer edge [4-5]",1.87550553440428e-08
"256989",2014-09-30,"Other","DLA","Defense","5360","COIL, FLAT, LEAF, AND WIRE SPRINGS",0,1,1,0,2,"Not PBL","Not PBL",205503.5602,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.000201189940047572,0.0002055035602,5.31281935011389,TRUE,6.70074384031938e-08,1.177159221961e-07,1,5,"Outer edge [4-5]",1.68163306666813e-07
"256990",2014-09-30,"Other","DLA","Defense","5680","MISC CONTRUCT MATERIALS",0,1,1,0,2,"Not PBL","Not PBL",44441242.3333,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.0435083989395345,0.0444412423333,7.6477861909294,TRUE,1.44907163910536e-05,2.54566968071669e-05,1,5,"Outer edge [4-5]",3.63662131005207e-05
"257015",2014-09-30,"Other","DLA","Defense","6695","COMBINATION & MISC INSTRUMENTS",0,1,1,0,2,"Not PBL","Not PBL",1970594.9393,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.00192923118854958,0.0019705949393,6.29459736314015,TRUE,6.42541272201231e-07,1.12879017924998e-06,1,5,"Outer edge [4-5]",1.61253537783515e-06
"257040",2014-09-30,"Other","DLA","Defense","8145","SPECIAL SHIPPING & STORAGE CONTAIN",0,1,1,0,2,"Not PBL","Not PBL",308139.6799,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.000301671677439674,0.0003081396799,5.48874762708037,TRUE,1.00473444841464e-07,1.76507631056796e-07,1,5,"Outer edge [4-5]",2.52150315239343e-07
"257041",2014-09-30,"Other","DLA","Defense","9330","PLASTICS FABRICATED MATERIALS",0,1,1,0,2,"Not PBL","Not PBL",5740,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,5.61951459502289e-06,5.74e-06,3.75891189239797,TRUE,1.8716108667899e-09,3.28796928261496e-09,1,5,"Outer edge [4-5]",4.69703483155279e-09
"257042",2014-09-30,"Other","DLA","Defense","9515","PLATE, SHEET, STRIP, FOIL, AND LEAF",0,1,1,0,2,"Not PBL","Not PBL",11196.4004,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,1.09613824842369e-05,1.11964004e-05,4.04907842109112,TRUE,3.65074994034334e-09,6.41348790784981e-09,1,5,"Outer edge [4-5]",9.16200046460132e-09
"257078",2014-09-30,"Other","DLA","Defense","6685","PRESSURE TEMP HUMIDITY INSTRUMENTS",0,1,1,0,2,"Not PBL","Not PBL",11636940.0464,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.0113926749881796,0.0116369400464,7.06583879683714,TRUE,3.79439432874997e-06,6.66583648365769e-06,1,5,"Outer edge [4-5]",9.52249350707881e-06
"257080",2014-09-30,"Other","DLA","Defense","9340","GLASS FABRICATED MATERIALS",0,1,1,0,2,"Not PBL","Not PBL",12447.74,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,1.21864558545384e-05,1.244774e-05,4.09509050849004,TRUE,4.05876750016992e-09,7.13027643867205e-09,1,5,"Outer edge [4-5]",1.01859700965354e-08
"257081",2014-09-30,"Other","DLA","Defense","9390","MISC FABRICATED NONMETAL MATERIALS",0,1,1,0,2,"Not PBL","Not PBL",48469.29,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,4.74518959173165e-05,4.846929e-05,4.68546665802809,TRUE,1.58041201863399e-08,2.77640307787729e-08,1,5,"Outer edge [4-5]",3.96623594757201e-08
"257134",2014-09-30,"Other","DLA","Defense","4330","CENTRIFUGALS SEPARATORS & FILTERS",0,1,1,0,2,"Not PBL","Not PBL",395670.6578,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.000387365337339618,0.0003956706578,5.5973338449892,TRUE,1.29014199095538e-07,2.26646858689627e-07,1,5,"Outer edge [4-5]",3.23776805141116e-07
"257145",2014-09-30,"Other","DLA","Defense","3460","MACHINE TOOL ACCESSORIES",0,1,1,0,2,"Not PBL","Not PBL",68579.48,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,6.71399632019303e-05,6.857948e-05,4.83619418777824,TRUE,2.23613414645994e-08,3.92834884421093e-08,1,5,"Outer edge [4-5]",5.61185028379404e-08
"257146",2014-09-30,"Other","DLA","Defense","3740","PEST DISEASE & FROST CONT EQ",0,1,1,0,2,"Not PBL","Not PBL",0,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0,0,0,TRUE,0,0,1,5,"Outer edge [4-5]",0
"257147",2014-09-30,"Other","DLA","Defense","3940","BLOCKS, TACKLE, RIGGING, AND SLINGS",0,1,1,0,2,"Not PBL","Not PBL",24727.71,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,2.42086632833612e-05,2.472771e-05,4.39318389879505,TRUE,8.0628311405626e-09,1.41644513779461e-08,1,5,"Outer edge [4-5]",2.02346542115917e-08
"257148",2014-09-30,"Other","DLA","Defense","3950","WINCHES HOISTS CRANES & DERRICKS",0,1,1,0,2,"Not PBL","Not PBL",19631.4004,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,1.92193277122889e-05,1.96314004e-05,4.29295128097034,TRUE,6.40110493361387e-09,1.12451988658389e-08,1,5,"Outer edge [4-5]",1.60643504304807e-08
"257162",2014-09-30,"Other","DLA","Defense","4510","PLUMBING FIXTURES AND ACCESSORIES",0,1,1,0,2,"Not PBL","Not PBL",903899.2843,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.000884925996612298,0.0009038992843,5.95612004252237,TRUE,2.94729568463327e-07,5.17768829504538e-07,1,5,"Outer edge [4-5]",7.39659655500477e-07
"257163",2014-09-30,"Other","DLA","Defense","5180","SETS KITS & OUTFITS OF HAND TOOLS",0,1,1,0,2,"Not PBL","Not PBL",231528.8614,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.000226668957457549,0.0002315288614,5.36460513602563,TRUE,7.54933681135423e-08,1.3262365580523e-07,1,5,"Outer edge [4-5]",1.89459778136857e-07
"257164",2014-09-30,"Other","DLA","Defense","5331","O-RING",0,1,1,0,2,"Not PBL","Not PBL",627190.4605,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.000614025426243706,0.0006271904605,5.79739944415387,TRUE,2.04504613487589e-07,3.59265325517968e-07,1,5,"Outer edge [4-5]",5.13229170555076e-07
"257165",2014-09-30,"Other","DLA","Defense","5411","RIGID WALL SHELTERS",0,1,1,0,2,"Not PBL","Not PBL",4919.04,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,4.81578694660303e-06,4.91904e-06,3.69188035411222,TRUE,1.60392486379341e-09,2.81770948082828e-09,1,5,"Outer edge [4-5]",4.02524428881558e-09
"257173",2014-09-30,"Other","DLA","Defense","4520","SPACE AND WATER HEATING EQUIPMENT",0,1,1,0,2,"Not PBL","Not PBL",51727.4798,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,5.06416947212285e-05,5.17274798e-05,4.71372131978516,TRUE,1.68665005758424e-08,2.96303771166352e-08,1,5,"Outer edge [4-5]",4.23285321200424e-08
"257174",2014-09-30,"Other","DLA","Defense","4923","DEPTH CHARGES AND UNDERWATER MINES MAINTENANCE, REPAIR, AND CHECKOUT SPECIALIZED EQUIPMENT",0,1,1,0,2,"Not PBL","Not PBL",86900,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,8.50759265344057e-05,8.69e-05,4.93901977644867,TRUE,2.83350146905997e-08,4.97777927977771e-08,1,5,"Outer edge [4-5]",7.11101614742052e-08
"257175",2014-09-30,"Other","DLA","Defense","4931","FIRE CONT MAINT EQ",0,1,1,0,2,"Not PBL","Not PBL",1275389,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.00124861796164314,0.001275389,6.10564266695584,TRUE,4.15859218080889e-07,7.30564434736066e-07,1,5,"Outer edge [4-5]",1.04364922591974e-06
"257176",2014-09-30,"Other","DLA","Defense","5307","STUDS",0,1,1,0,2,"Not PBL","Not PBL",685219.1126,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.000670836028579152,0.0006852191126,5.83582946810105,TRUE,2.23425703357891e-07,3.92505120921513e-07,1,5,"Outer edge [4-5]",5.60713944098936e-07
"257177",2014-09-30,"Other","DLA","Defense","5355","KNOBS AND POINTERS",0,1,1,0,2,"Not PBL","Not PBL",23558.6299,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,2.30641227459569e-05,2.35586299e-05,4.37215002957127,TRUE,7.68163549259956e-09,1.34947824828736e-08,1,5,"Outer edge [4-5]",1.92779974257772e-08
"257178",2014-09-30,"Other","DLA","Defense","5410","PREFABRICATED & PORTABLE BUILDINGS",0,1,1,0,2,"Not PBL","Not PBL",413505,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.000404825327981697,0.000413505,5.61648076530158,TRUE,1.34829346946334e-07,2.3686267216162e-07,1,5,"Outer edge [4-5]",3.38370625090808e-07
"257185",2014-09-30,"Other","DLA","Defense","5640","WALLBOARD BLDG & THERMAL INSULATION",0,1,1,0,2,"Not PBL","Not PBL",178537.7989,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.000174790203254671,0.0001785377989,5.25173017627924,TRUE,5.82148579362352e-08,1.02269477102594e-07,1,5,"Outer edge [4-5]",1.4609725787144e-07
"257200",2014-09-30,"Other","DLA","Defense","6635","PHYSICAL PROPERTIES TEST EQ",0,1,1,0,2,"Not PBL","Not PBL",1206977.921,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.00118164286462193,0.001206977921,6.08169932570997,TRUE,3.93552786222837e-07,6.91377409240849e-07,1,5,"Outer edge [4-5]",9.87668525409786e-07
"257201",2014-09-30,"Other","DLA","Defense","6830","GASES: COMPRESSED AND LIQUEFIED",0,1,1,0,2,"Not PBL","Not PBL",37575,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,3.67862823881507e-05,3.7575e-05,4.57489898925895,TRUE,1.22518777560332e-08,2.15235968282678e-08,1,5,"Outer edge [4-5]",3.07475755741457e-08
"257259",2014-09-30,"Other","DLA","Defense","6680","LIQUID AND GAS FLOW, LIQUID LEVEL, AND MECHANICAL MOTION MEASURING INSTRUMENTS",0,1,1,0,2,"Not PBL","Not PBL",3393802.1016,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1.021440536,1.04203691,1.066177113,1.2196,1,0.00332256453703145,0.0033938021016,6.53068651426661,TRUE,1.10659876186219e-06,1.9440273626019e-06,1,5,"Outer edge [4-5]",2.77714402136102e-06
"263882",2013-09-30,"Other","DLA","Defense","5310","NUTS AND WASHERS",2,0,1,0,2,"Not PBL","Not PBL",6533853.8536,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0065338538536,0.00663537509251549,6.81516941613806,TRUE,2.16356099797544e-06,3.8008553105957e-06,1,5,"Outer edge [4-5]",5.42971915156151e-06
"263956",2013-09-30,"Other","DLA","Defense","6640","LABORATORY EQUIPMENT AND SUPPLIES",2,0,1,0,2,"Not PBL","Not PBL",66304854.1836,"Other DoD","DLA","DLA",FALSE,"Products","Products (All)","Other","Other Products",1,1.020164046,1.043797535,1.194,0.9847,0.0663048541836,0.067335080921702,7.82154532430192,TRUE,2.19555869632813e-05,3.85706755597472e-05,1,5,"Outer edge [4-5]",5.51002126262474e-05
